s0,m00,n00,k00,h00,A10_x,A10_y,A20_x,A20_y,A30_x,A30_y,A40_x,A40_y,s,m0,n0,k0,h0,A1_x,A1_y,A2_x,A2_y,A3_x,A3_y,A4_x,A4_y
10.0,1.0,1.0,1.25,1.25,-0.1952051860266233,1.5666004104244715,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.925956,0.94779,1.21788,1.23992,0.0369147,1.83115,1.15128,1.83675,0.0373261,0.00343987,1.19272,-0.0107428
10.0,1.0,1.0,1.25,1.25,0.27165179419735763,1.98195202635559,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929355,0.944391,1.21618,1.24162,0.0506872,1.8451,1.16506,1.8507,0.0510985,0.0173911,1.20649,0.00320855
10.0,1.0,1.0,1.25,1.25,-0.08517891428332548,1.5631602310360135,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.92543,0.948316,1.21814,1.23965,0.0400426,1.83297,1.15441,1.83857,0.040454,0.00525944,1.19585,-0.00892315
10.0,1.0,1.0,1.25,1.25,-0.2134332267960868,1.8313169576331607,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931183,0.942563,1.21527,1.24253,0.0359753,1.8409,1.15034,1.8465,0.0363866,0.0131926,1.19178,-0.000990027
10.0,1.0,1.0,1.25,1.25,0.27463731404049313,2.0315352495091994,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.92677,0.946977,1.21747,1.24032,0.0513023,1.84675,1.16567,1.85235,0.0517136,0.0190399,1.20711,0.00485732
10.0,1.0,1.0,1.25,1.25,0.14095926295076816,1.6661333393014561,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930185,0.943561,1.21577,1.24203,0.0467464,1.83581,1.16111,1.84141,0.0471575,0.00810064,1.20255,-0.00608206
10.0,1.0,1.0,1.25,1.25,-0.03962892054231878,1.6552395968332512,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929524,0.944222,1.2161,1.2417,0.0413001,1.83547,1.15567,1.84107,0.0417114,0.00775631,1.19711,-0.00642628
10.0,1.0,1.0,1.25,1.25,0.10483101381582569,1.7897741638588534,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930394,0.943352,1.21566,1.24214,0.0456409,1.83956,1.16001,1.84516,0.0460522,0.0118462,1.20145,-0.00233642
10.0,1.0,1.0,1.25,1.25,-0.06730304383621302,2.100968273707683,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929397,0.944349,1.21616,1.24164,0.0404819,1.84898,1.15485,1.85458,0.0408932,0.0212731,1.19629,0.00709053
10.0,1.0,1.0,1.25,1.25,-0.2491490965245464,1.5757300658652846,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.94034,0.933406,1.21069,1.24711,0.0393895,1.83402,1.15376,1.83962,0.0398009,0.00630891,1.1952,-0.00787368
10.0,1.0,1.0,1.25,1.25,0.03557519710829596,1.916228047213533,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930119,0.943627,1.2158,1.242,0.0435568,1.84343,1.15793,1.84902,0.0439681,0.0157144,1.19936,0.0015318
10.0,1.0,1.0,1.25,1.25,0.34142393150921835,1.652209906903953,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.923962,0.949784,1.21888,1.23892,0.0527626,1.83506,1.16713,1.84065,0.0531739,0.00734457,1.20857,-0.00683803
10.0,1.0,1.0,1.25,1.25,-0.09330594623582726,1.701894557274353,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930826,0.942921,1.21544,1.24235,0.0396736,1.83687,1.15404,1.84246,0.040085,0.00915483,1.19548,-0.00502776
10.0,1.0,1.0,1.25,1.25,-0.24838261955073038,1.581796306095727,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.942954,0.930793,1.20938,1.24842,0.034476,1.83445,1.14884,1.84005,0.0348874,0.00674281,1.19028,-0.00743991
10.0,1.0,1.0,1.25,1.25,-0.0582052809882905,2.1506109040986225,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930718,0.943029,1.2155,1.2423,0.0406716,1.85076,1.15504,1.85636,0.0410829,0.0230513,1.19648,0.00886871
10.0,1.0,1.0,1.25,1.25,0.06703630046438086,1.5194557245190037,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.928401,0.945345,1.21666,1.24114,0.0442604,1.83129,1.15863,1.83689,0.0446716,0.00358215,1.20007,-0.0106006
10.0,1.0,1.0,1.25,1.25,0.21659157479544938,2.066041474924637,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.933685,0.940061,1.21402,1.24378,0.0490896,1.84772,1.16346,1.85332,0.0495009,0.0200127,1.2049,0.00583007
10.0,1.0,1.0,1.25,1.25,-0.2665652496980192,1.7700987543181,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931252,0.942494,1.21523,1.24256,0.0342577,1.83911,1.14863,1.84471,0.0346691,0.0114005,1.19006,-0.00278217
10.0,1.0,1.0,1.25,1.25,-0.06728294328843877,1.969424039955661,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930508,0.943238,1.2156,1.24219,0.0404549,1.84501,1.15482,1.85061,0.0408662,0.017301,1.19626,0.00311833
10.0,1.0,1.0,1.25,1.25,0.055040980120258154,1.536004223968104,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.924708,0.949038,1.2185,1.23929,0.0444951,1.83146,1.15886,1.83706,0.0449063,0.00375101,1.2003,-0.0104317
10.0,1.0,1.0,1.25,1.25,0.03400362392572046,1.604140902630685,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930338,0.943408,1.21569,1.24211,0.0436123,1.83396,1.15798,1.83956,0.0440237,0.0062471,1.19942,-0.00793549
10.0,1.0,1.0,1.25,1.25,-0.12401691380191587,1.7791598414768528,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930893,0.942853,1.21541,1.24239,0.0386662,1.83917,1.15303,1.84477,0.0390776,0.0114635,1.19447,-0.00271913
10.0,1.0,1.0,1.25,1.25,0.17073258110344997,2.047852602364442,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929606,0.944141,1.21605,1.24174,0.047735,1.84751,1.1621,1.85311,0.0481463,0.0198034,1.20354,0.00562082
10.0,1.0,1.0,1.25,1.25,-0.03315428051500721,1.5158127146888918,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93336,0.940386,1.21418,1.24362,0.0423329,1.83255,1.1567,1.83814,0.0427442,0.00483519,1.19814,-0.0093474
10.0,1.0,1.0,1.25,1.25,0.04142068038882749,1.6054660154236333,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.932411,0.941335,1.21465,1.24314,0.0437202,1.83391,1.15809,1.83951,0.0441315,0.00619649,1.19953,-0.0079861
10.0,1.0,1.0,1.25,1.25,-0.1470138347907961,1.6101020765862564,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.932277,0.941469,1.21472,1.24308,0.0387355,1.83421,1.1531,1.83981,0.0391468,0.00650051,1.19454,-0.00768208
10.0,1.0,1.0,1.25,1.25,0.17634966249464068,1.699748518647049,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930347,0.943399,1.21568,1.24211,0.0478383,1.83689,1.16221,1.84249,0.0482496,0.00917753,1.20364,-0.00500512
10.0,1.0,1.0,1.25,1.25,-0.13144168762294114,2.020234102944985,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930499,0.943247,1.21561,1.24219,0.0385339,1.8465,1.1529,1.8521,0.0389453,0.018787,1.19434,0.0046044
10.0,1.0,1.0,1.25,1.25,0.0926580912996383,1.5192924062338065,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.92989,0.943856,1.21591,1.24188,0.0453359,1.8314,1.1597,1.837,0.0457471,0.00368622,1.20114,-0.0104965
10.0,1.0,1.0,1.25,1.25,0.3924128413588562,1.9064318715353088,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930743,0.943003,1.21549,1.24231,0.0544112,1.84316,1.16878,1.84876,0.0548226,0.0154503,1.21022,0.00126768
10.0,1.0,1.0,1.25,1.25,-0.2316873046345851,1.5767235201757686,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.953654,0.920093,1.20403,1.25377,0.0338403,1.83538,1.14821,1.84097,0.0342517,0.00766555,1.18965,-0.00651712
10.0,1.0,1.0,1.25,1.25,0.06582679754971674,1.813845767220209,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930463,0.943284,1.21563,1.24217,0.0444564,1.8403,1.15883,1.8459,0.0448678,0.0125908,1.20026,-0.00159179
10.0,1.0,1.0,1.25,1.25,-0.21252040231097136,2.1040777344725843,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930325,0.943422,1.2157,1.2421,0.0360145,1.84918,1.15038,1.85478,0.0364259,0.0214712,1.19182,0.00728861
10.0,1.0,1.0,1.25,1.25,0.31742306794755254,1.9904784550781114,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.933708,0.940038,1.214,1.24379,0.0456534,1.84759,1.16002,1.85319,0.0460646,0.019884,1.20146,0.00570137
10.0,1.0,1.0,1.25,1.25,0.21714186888579368,1.9138957274611752,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930461,0.943286,1.21563,1.24217,0.0490633,1.8433,1.16343,1.8489,0.0494747,0.0155873,1.20487,0.00140474
10.0,1.0,1.0,1.25,1.25,-0.00500944513156613,2.074238732323024,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930293,0.943453,1.21571,1.24208,0.0423505,1.8482,1.15672,1.8538,0.0427618,0.0204893,1.19816,0.00630672
10.0,1.0,1.0,1.25,1.25,-0.07250746761637604,2.0752026464125843,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93036,0.943386,1.21568,1.24212,0.0403104,1.84828,1.15468,1.85388,0.0407218,0.0205676,1.19612,0.00638498
10.0,1.0,1.0,1.25,1.25,0.07693945294885315,2.0162627452638757,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930363,0.943383,1.21568,1.24212,0.0448362,1.84648,1.1592,1.85208,0.0452475,0.0187704,1.20064,0.00458776
10.0,1.0,1.0,1.25,1.25,0.08307433906322781,1.8763854104239233,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930034,0.943713,1.21584,1.24196,0.0449962,1.84221,1.15936,1.84781,0.0454075,0.0144966,1.2008,0.000314019
10.0,1.0,1.0,1.25,1.25,0.0710045468507133,2.030692263379474,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930114,0.943632,1.2158,1.242,0.044646,1.84689,1.15901,1.85249,0.0450573,0.019181,1.20045,0.00499834
10.0,1.0,1.0,1.25,1.25,-0.08523415153063933,1.6953156914693654,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930534,0.943213,1.21559,1.24221,0.0399074,1.83672,1.15428,1.84232,0.0403188,0.00901247,1.19571,-0.00517013
10.0,1.0,1.0,1.25,1.25,0.10806668080713105,1.6612580982088767,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930146,0.9436,1.21578,1.24201,0.0457527,1.83571,1.16012,1.84131,0.0461638,0.00799784,1.20156,-0.00618485
10.0,1.0,1.0,1.25,1.25,0.24492533518718093,1.6186356317423631,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931987,0.94176,1.21486,1.24293,0.0498988,1.8344,1.16427,1.84,0.0503102,0.0066864,1.20571,-0.0074962
10.0,1.0,1.0,1.25,1.25,-0.1313328337314664,1.987267470707116,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930766,0.94298,1.21547,1.24232,0.0385175,1.84555,1.15289,1.85115,0.0389289,0.0178417,1.19432,0.00365906
10.0,1.0,1.0,1.25,1.25,-0.33393214507298496,2.04404965113986,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929615,0.944131,1.21605,1.24175,0.0327721,1.84713,1.14714,1.85273,0.0331834,0.0194233,1.18858,0.00524072
10.0,1.0,1.0,1.25,1.25,0.007998124824205794,1.7072913389681392,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930351,0.943395,1.21568,1.24211,0.0427383,1.83706,1.15711,1.84266,0.0431496,0.00934815,1.19854,-0.00483451
10.0,1.0,1.0,1.25,1.25,-0.3148566269957505,1.9462401336373056,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930598,0.943148,1.21556,1.24224,0.0330599,1.84419,1.14743,1.84979,0.0334713,0.0164789,1.18887,0.00229627
10.0,1.0,1.0,1.25,1.25,-0.14933961074452345,1.6493821554138837,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930653,0.943094,1.21553,1.24226,0.0377357,1.83499,1.1521,1.84059,0.0381471,0.00728286,1.19354,-0.0068998
10.0,1.0,1.0,1.25,1.25,-0.30282963726444734,1.7055398765592011,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.959146,0.914601,1.20128,1.25651,0.0332408,1.83844,1.14761,1.84404,0.0336521,0.0107279,1.18905,-0.00345473
10.0,1.0,1.0,1.25,1.25,-0.19091252084642213,1.5891376577404774,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.922529,0.951217,1.21959,1.2382,0.0366913,1.83381,1.15106,1.83941,0.0371027,0.00609596,1.1925,-0.00808663
10.0,1.0,1.0,1.25,1.25,-0.06045836593461217,1.7761008743476128,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.92999,0.943757,1.21586,1.24193,0.0406626,1.8392,1.15503,1.84479,0.041074,0.0114857,1.19647,-0.00269698
10.0,1.0,1.0,1.25,1.25,-0.2658057399162667,2.0041204280697706,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931875,0.941872,1.21492,1.24288,0.0345665,1.84604,1.14894,1.85164,0.0349779,0.0183276,1.19037,0.004145
10.0,1.0,1.0,1.25,1.25,-0.39115125089368313,1.9362509605560483,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.932172,0.941574,1.21477,1.24302,0.0303933,1.8438,1.14476,1.84939,0.0308046,0.0160849,1.1862,0.00190225
10.0,1.0,1.0,1.25,1.25,-0.267823698793127,2.147515030140063,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.933334,0.940413,1.21419,1.24361,0.0347189,1.85042,1.14909,1.85602,0.0351303,0.0227099,1.19053,0.00852734
10.0,1.0,1.0,1.25,1.25,-0.038809696810546315,1.9566665704188932,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930444,0.943302,1.21564,1.24216,0.0413023,1.84461,1.15567,1.85021,0.0417136,0.0169027,1.19711,0.00272004
10.0,1.0,1.0,1.25,1.25,-0.008176991595675033,2.2137411925664767,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931981,0.941765,1.21487,1.24293,0.0421461,1.85232,1.15651,1.85792,0.0425574,0.0246124,1.19795,0.0104298
10.0,1.0,1.0,1.25,1.25,0.21869693485476707,2.157623202454957,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.924736,0.94901,1.21849,1.23931,0.0492557,1.85062,1.16362,1.85622,0.049667,0.0229079,1.20506,0.0087253
10.0,1.0,1.0,1.25,1.25,0.14251088775849172,1.8541104748984956,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930194,0.943553,1.21576,1.24204,0.0468059,1.84152,1.16117,1.84712,0.0472173,0.0138085,1.20261,-0.000374107
10.0,1.0,1.0,1.25,1.25,0.3028251018499358,1.7318181767731957,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.928039,0.945707,1.21684,1.24096,0.0512993,1.83797,1.16567,1.84357,0.0517106,0.0102614,1.20711,-0.00392131
10.0,1.0,1.0,1.25,1.25,0.19336729147056528,1.540065316203824,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929466,0.94428,1.21612,1.24167,0.0483822,1.83195,1.16275,1.83755,0.0487935,0.00423596,1.20419,-0.00994667
10.0,1.0,1.0,1.25,1.25,-0.23754923943443254,2.1611329196180638,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.921882,0.951864,1.21992,1.23788,0.0351786,1.8512,1.14955,1.8568,0.03559,0.0234875,1.19098,0.00930493
10.0,1.0,1.0,1.25,1.25,0.0066922900021363545,1.9288586239872632,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930257,0.943489,1.21573,1.24207,0.0426896,1.84378,1.15706,1.84938,0.0431009,0.0160715,1.1985,0.00188893
10.0,1.0,1.0,1.25,1.25,-0.19900644962227507,1.954526907111294,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930233,0.943514,1.21574,1.24205,0.0364715,1.84452,1.15084,1.85012,0.0368828,0.016811,1.19228,0.00262844
10.0,1.0,1.0,1.25,1.25,-0.08870972476623395,1.9816502954775386,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929843,0.943903,1.21594,1.24186,0.0397611,1.84543,1.15413,1.85102,0.0401724,0.0177153,1.19557,0.00353263
10.0,1.0,1.0,1.25,1.25,-0.15428187251536832,1.7744996118501914,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929865,0.943881,1.21593,1.24187,0.0377841,1.83905,1.15215,1.84465,0.0381955,0.0113402,1.19359,-0.00284241
10.0,1.0,1.0,1.25,1.25,-0.10449672556605435,1.9105486769886264,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93005,0.943697,1.21583,1.24196,0.039311,1.84326,1.15368,1.84885,0.0397225,0.0155455,1.19512,0.00136287
10.0,1.0,1.0,1.25,1.25,-0.12579328748043186,1.7959763493503993,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930365,0.943382,1.21568,1.24212,0.0386739,1.83981,1.15304,1.84541,0.0390852,0.0120967,1.19448,-0.00208589
10.0,1.0,1.0,1.25,1.25,-0.3041528517626201,1.868556068125961,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93067,0.943076,1.21552,1.24227,0.0332972,1.84196,1.14767,1.84755,0.0337085,0.0142443,1.1891,6.16554e-05
10.0,1.0,1.0,1.25,1.25,-0.3625939597032023,2.0185419933432427,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.927606,0.946141,1.21705,1.24074,0.0316907,1.8468,1.14606,1.8524,0.0321021,0.019087,1.1875,0.00490445
10.0,1.0,1.0,1.25,1.25,0.324609363475497,1.8302133291113285,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929087,0.94466,1.21631,1.24148,0.0520608,1.84065,1.16643,1.84625,0.0524721,0.0129411,1.20787,-0.00124153
10.0,1.0,1.0,1.25,1.25,0.19330887595861881,2.001060235637163,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930883,0.942863,1.21542,1.24238,0.0482073,1.84605,1.16258,1.85165,0.0486186,0.0183442,1.20401,0.00416158
10.0,1.0,1.0,1.25,1.25,0.02126236699515672,1.6691974930502236,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93125,0.942496,1.21523,1.24256,0.0433418,1.83561,1.15771,1.84121,0.0437532,0.00790054,1.19915,-0.00628205
10.0,1.0,1.0,1.25,1.25,0.2586151102563527,1.5842966454399114,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93137,0.942376,1.21517,1.24262,0.0502758,1.83337,1.16464,1.83897,0.0506871,0.0056579,1.20608,-0.0085247
10.0,1.0,1.0,1.25,1.25,0.3632509215229759,1.9130313086716124,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.953,0.920747,1.20436,1.25344,0.0508525,1.84593,1.16522,1.85152,0.0512638,0.0182147,1.20666,0.00403213
10.0,1.0,1.0,1.25,1.25,0.11186743974009689,2.213675213238962,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931985,0.941762,1.21487,1.24293,0.0459679,1.85263,1.16034,1.85822,0.0463793,0.0249151,1.20177,0.0107325
10.0,1.0,1.0,1.25,1.25,0.2772799224783957,1.7087145054555157,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930038,0.943708,1.21584,1.24196,0.0508241,1.83714,1.16519,1.84274,0.0512354,0.0094292,1.20663,-0.00475341
10.0,1.0,1.0,1.25,1.25,-0.08296912057198554,1.624347158920876,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930099,0.943648,1.21581,1.24199,0.039825,1.83456,1.15419,1.84016,0.0402364,0.00685107,1.19563,-0.00733154
10.0,1.0,1.0,1.25,1.25,-0.1598526502142389,1.6045182029356686,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.931685,0.942062,1.21502,1.24278,0.0384174,1.83402,1.15279,1.83962,0.0388288,0.00631366,1.19422,-0.00786893
10.0,1.0,1.0,1.25,1.25,0.22277883466824405,1.5985198384255284,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.928891,0.944855,1.21641,1.24138,0.0491926,1.83386,1.16356,1.83946,0.049604,0.00615213,1.205,-0.00803046
10.0,1.0,1.0,1.25,1.25,-0.21747944760355864,2.0532816181518974,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.933744,0.940002,1.21399,1.24381,0.0358802,1.84749,1.15025,1.85309,0.0362915,0.0197811,1.19169,0.00559852
10.0,1.0,1.0,1.25,1.25,-0.0809271704682904,1.737987289481961,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93015,0.943597,1.21578,1.24201,0.0400252,1.83802,1.15439,1.84362,0.0404366,0.0103067,1.19583,-0.00387592
10.0,1.0,1.0,1.25,1.25,0.23562581145541822,1.568911246597218,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.928632,0.945114,1.21654,1.24125,0.0495974,1.83287,1.16397,1.83847,0.0500088,0.00515583,1.2054,-0.00902677
10.0,1.0,1.0,1.25,1.25,0.10013377522473743,2.1459337769318108,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930661,0.943085,1.21553,1.24227,0.0454483,1.85039,1.15982,1.85599,0.0458597,0.0226779,1.20125,0.0084953
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.153885309762949,1.6756629825554235,0.0,0.0,1.136,-0.004,1.01389,0.930561,0.943186,1.21558,1.24222,0.041564,1.83877,1.15593,1.84436,0.0419754,0.0110557,1.19737,-0.00312685
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1464236991768755,1.6937523773361933,0.0,0.0,1.136,-0.004,1.01389,0.93023,0.943517,1.21574,1.24205,0.0413337,1.8393,1.1557,1.8449,0.041745,0.0115895,1.19714,-0.00259312
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2421633092283866,1.6882867581252758,0.0,0.0,1.136,-0.004,1.01389,0.930868,0.942878,1.21542,1.24237,0.0442361,1.83924,1.1586,1.84484,0.0446474,0.0115341,1.20004,-0.00264852
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1391063108726074,1.763224142215163,0.0,0.0,1.136,-0.004,1.01389,0.93032,0.943427,1.2157,1.2421,0.0410822,1.84141,1.15545,1.84701,0.0414936,0.0137029,1.19689,-0.000479661
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2303685183442066,1.8030969765435212,0.0,0.0,1.136,-0.004,1.01389,0.930389,0.943358,1.21566,1.24213,0.0438535,1.84265,1.15822,1.84825,0.0442648,0.0149371,1.19966,0.000754523
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2034281504795037,1.6919381943076917,0.0,0.0,1.136,-0.004,1.01389,0.930096,0.94365,1.21581,1.24199,0.0430399,1.83936,1.15741,1.84496,0.0434512,0.0116538,1.19885,-0.00252877
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1929606466566571,1.7846643122332995,0.0,0.0,1.136,-0.004,1.01389,0.930127,0.94362,1.21579,1.242,0.0427025,1.84209,1.15707,1.84769,0.0431138,0.0143822,1.19851,0.000199617
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1043408816786462,1.822700362655143,0.0,0.0,1.136,-0.004,1.01389,0.930347,0.943399,1.21568,1.24211,0.040046,1.84324,1.15441,1.84884,0.0404574,0.0155323,1.19585,0.00134972
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2584489126474274,1.8122996599280365,0.0,0.0,1.136,-0.004,1.01389,0.930498,0.943249,1.21561,1.24219,0.0447037,1.84294,1.15907,1.84854,0.045115,0.015229,1.20051,0.00104643
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.0976561021421918,1.76872658093784,0.0,0.0,1.136,-0.004,1.01389,0.930319,0.943428,1.2157,1.2421,0.0398253,1.84161,1.15419,1.84721,0.0402366,0.0139012,1.19563,-0.00028143
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.0980193203163506,1.7820313874530727,0.0,0.0,1.136,-0.004,1.01389,0.930188,0.943558,1.21576,1.24203,0.0398528,1.842,1.15422,1.8476,0.0402641,0.0142904,1.19566,0.00010778
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2666722245329944,1.8022176921756796,0.0,0.0,1.136,-0.004,1.01389,0.930484,0.943262,1.21562,1.24218,0.04496,1.84264,1.15933,1.84824,0.0453714,0.0149297,1.20077,0.000747036
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2291234466770276,1.7093369241264855,0.0,0.0,1.136,-0.004,1.01389,0.929589,0.944157,1.21606,1.24173,0.0437784,1.83981,1.15815,1.84541,0.0441898,0.0120971,1.19958,-0.00208551
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2286373516043025,1.8361239465004358,0.0,0.0,1.136,-0.004,1.01389,0.930305,0.943441,1.2157,1.24209,0.0438029,1.84366,1.15817,1.84926,0.0442142,0.0159479,1.19961,0.00176529
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.21503915760799,1.8523437383491657,0.0,0.0,1.136,-0.004,1.01389,0.930305,0.943441,1.21571,1.24209,0.0433878,1.84413,1.15776,1.84973,0.0437992,0.0164227,1.19919,0.00224013
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2434597361820627,1.8240436107156006,0.0,0.0,1.136,-0.004,1.01389,0.93009,0.943656,1.21581,1.24198,0.0442579,1.84328,1.15863,1.84887,0.0446693,0.0155654,1.20006,0.00138281
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2486405284986675,1.7273454442758778,0.0,0.0,1.136,-0.004,1.01389,0.930344,0.943402,1.21569,1.24211,0.044396,1.84037,1.15876,1.84597,0.0448073,0.0126605,1.2002,-0.00152211
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.217456499844398,1.7631396658199954,0.0,0.0,1.136,-0.004,1.01389,0.930178,0.943568,1.21577,1.24203,0.0434735,1.84145,1.15784,1.84705,0.0438849,0.0137437,1.19928,-0.000438903
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1351406659069045,1.7031540947270007,0.0,0.0,1.136,-0.004,1.01389,0.930266,0.943481,1.21572,1.24207,0.0409641,1.8396,1.15533,1.8452,0.0413754,0.0118925,1.19677,-0.00229011
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1992411536122674,1.8426845969799879,0.0,0.0,1.136,-0.004,1.01389,0.930329,0.943417,1.21569,1.2421,0.0429111,1.84386,1.15728,1.84946,0.0433225,0.0161479,1.19872,0.00196531
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.2493981590626457,1.8346901143999217,0.0,0.0,1.136,-0.004,1.01389,0.93047,0.943276,1.21562,1.24217,0.0444161,1.84362,1.15878,1.84922,0.0448274,0.0159109,1.20022,0.00172831
10.0,1.0,1.0,1.25,1.25,0.0,1.857,1.1756465621464456,1.774150658010138,0.0,0.0,1.136,-0.004,1.01389,0.930252,0.943494,1.21573,1.24206,0.0421943,1.8418,1.15656,1.84739,0.0426057,0.0140849,1.198,-9.76649e-05
